INDIRICI_ID	X1	Y1	X2	Y2	
120654	2	3476054.70	5181936.46	3476054.70	5181936.46
120657	1	3476376.00	5182251.03	3476376.00	5182251.03
120711	1	3477485.10	5181242.28	3477485.10	5181242.28
120726	2	3484180.70	5183849.42	3484180.70	5183849.42
120727	2	3483083.10	5183665.86	3483083.10	5183665.86
120728	2	3485130.30	5184372.50	3485130.30	5184372.50
120753	1	3476311.40	5183614.14	3476311.40	5183614.14
120755	1	3477644.00	5183247.45	3477644.00	5183247.45
120759	1	3476903.40	5179953.23	3476903.40	5179953.23
120761	1	3477176.20	5183466.84	3477176.20	5183466.84
120819	1	3475445.20	5181204.59	3475445.20	5181204.59
120834	1	3478082.90	5183013.42	3478082.90	5183013.42
120917	1	3477176.30	5183809.10	3477176.30	5183809.10
120943	2	3479369.30	5182856.28	3479369.30	5182856.28
120944	2	3479582.20	5182726.38	3479582.20	5182726.38
120946	1	3475108.90	5182106.30	3475108.90	5182106.30
120990	2	3477126.00	5182155.21	3477126.00	5182155.21
121058	2	3475630.50	5182648.51	3475630.50	5182648.51
121062	2	3476066.90	5180343.54	3476066.90	5180343.54
121070	1	3476670.50	5182294.09	3476670.50	5182294.09
121139	2	3478217.40	5182692.29	3478217.40	5182692.29
121160	3	3476683.60	5184236.40	3476683.60	5184236.40
121252	2	3485545.30	5184550.71	3485545.30	5184550.71
121286	2	3476807.60	5180631.76	3476807.60	5180631.76
121292	1	3477228.20	5183899.53	3477228.20	5183899.53
121558	2	3481716.00	5183382.15	3481716.00	5183382.15
121559	2	3481818.40	5183407.93	3481818.40	5183407.93
121655	2	3482388.20	5183538.42	3482388.20	5183538.42
121656	2	3482495.50	5183559.70	3482495.50	5183559.70
121657	2	3482600.70	5183577.03	3482600.70	5183577.03
121658	2	3482704.90	5183595.77	3482704.90	5183595.77
121680	1	3475855.20	5182181.32	3475855.20	5182181.32
121752	1	3476004.70	5183134.86	3476004.70	5183134.86
121806	2	3482062.80	5183481.69	3482062.80	5183481.69
121807	2	3482167.50	5183495.74	3482167.50	5183495.74
121808	1	3474905.00	5181546.21	3474905.00	5181546.21
121879	1	3476872.50	5182452.97	3476872.50	5182452.97
121956	2	3476114.30	5181732.76	3476114.30	5181732.76
122019	1	3476035.90	5182195.52	3476035.90	5182195.52
122022	1	3474829.10	5181991.64	3474829.10	5181991.64
122026	1	3477137.50	5182876.50	3477137.50	5182876.50
122028	1	3476899.30	5182959.82	3476899.30	5182959.82
122095	1	3473155.40	5182369.67	3473155.40	5182369.67
122099	1	3477298.90	5183264.41	3477298.90	5183264.41
122161	1	3476725.90	5182751.08	3476725.90	5182751.08
122162	1	3476626.90	5182695.18	3476626.90	5182695.18
122163	1	3476439.50	5182751.91	3476439.50	5182751.91
122164	1	3476339.10	5182553.69	3476339.10	5182553.69
122169	1	3476629.30	5182495.39	3476629.30	5182495.39
122171	1	3475397.70	5182165.83	3475397.70	5182165.83
122180	2	3477270.70	5182401.97	3477270.70	5182401.97
122232	1	3477101.50	5183168.65	3477101.50	5183168.65
122245	2	3478299.00	5182479.36	3478299.00	5182479.36
122313	2	3478425.40	5182560.55	3478425.40	5182560.55
122314	2	3475088.10	5181884.24	3475088.10	5181884.24
122316	1	3477161.70	5183451.15	3477161.70	5183451.15
122322	2	3478969.90	5182142.49	3478969.90	5182142.49
122381	2	3478884.00	5182053.24	3478884.00	5182053.24
122413	1	3477144.50	5182859.57	3477144.50	5182859.57
122414	1	3477139.90	5182860.59	3477139.90	5182860.59
122482	2	3479213.70	5182113.05	3479213.70	5182113.05
122484	2	3479281.90	5182824.68	3479281.90	5182824.68
122576	2	3478248.20	5182697.84	3478248.20	5182697.84
122590	2	3477995.50	5182645.83	3477995.50	5182645.83
122660	2	3478774.20	5182782.96	3478774.20	5182782.96
122661	2	3478719.70	5182774.23	3478719.70	5182774.23
122750	2	3478659.70	5182763.63	3478659.70	5182763.63
122751	2	3478600.70	5182753.85	3478600.70	5182753.85
122787	2	3479376.00	5182780.52	3479376.00	5182780.52
122827	1	3477519.00	5181195.59	3477519.00	5181195.59
122828	1	3477479.20	5181138.13	3477479.20	5181138.13
122829	1	3477431.60	5181128.47	3477431.60	5181128.47
123088	2	3482807.10	5183614.32	3482807.10	5183614.32
123089	2	3482911.70	5183629.47	3482911.70	5183629.47
123090	2	3483015.50	5183649.37	3483015.50	5183649.37
123131	3	3476838.70	5180603.95	3476838.70	5180603.95
123214	1	3477198.30	5182278.72	3477198.30	5182278.72
123215	2	3477104.20	5182259.56	3477104.20	5182259.56
123219	2	3479204.60	5182843.28	3479204.60	5182843.28
123298	2	3477733.00	5182589.74	3477733.00	5182589.74
123398	2	3479090.40	5182827.23	3479090.40	5182827.23
123399	2	3479013.30	5182814.90	3479013.30	5182814.90
123400	2	3478950.20	5182808.43	3478950.20	5182808.43
123402	2	3478887.10	5182800.64	3478887.10	5182800.64
123670	2	3478827.90	5182790.92	3478827.90	5182790.92
123803	2	3478541.80	5182743.53	3478541.80	5182743.53
123804	2	3478482.00	5182733.39	3478482.00	5182733.39
123805	2	3478423.10	5182723.73	3478423.10	5182723.73
123806	2	3478365.90	5182715.52	3478365.90	5182715.52
123807	2	3478306.20	5182705.76	3478306.20	5182705.76
124165	2	3479587.90	5182709.73	3479587.90	5182709.73
124487	1	3477283.20	5182282.43	3477283.20	5182282.43
124536	1	3477244.50	5182284.75	3477244.50	5182284.75
124552	2	3482282.30	5183518.74	3482282.30	5183518.74
124620	2	3478217.30	5182658.35	3478217.30	5182658.35
124621	2	3478116.80	5182670.05	3478116.80	5182670.05
124708	2	3478292.20	5182479.50	3478292.20	5182479.50
124709	2	3478278.70	5182546.68	3478278.70	5182546.68
124711	2	3478263.80	5182606.79	3478263.80	5182606.79
124712	2	3478292.30	5182595.77	3478292.30	5182595.77
124737	2	3484755.60	5184120.35	3484755.60	5184120.35
124791	2	3479815.70	5182928.16	3479815.70	5182928.16
124828	2	3483378.60	5183719.52	3483378.60	5183719.52
124892	2	3483499.40	5183741.86	3483499.40	5183741.86
124893	2	3483621.50	5183764.06	3483621.50	5183764.06
124894	2	3483758.20	5183785.08	3483758.20	5183785.08
124895	2	3483862.30	5183792.15	3483862.30	5183792.15
124896	2	3483996.90	5183791.63	3483996.90	5183791.63
124897	2	3484084.30	5183824.15	3484084.30	5183824.15
124905	2	3485011.50	5184290.47	3485011.50	5184290.47
124906	2	3484933.40	5184234.50	3484933.40	5184234.50
124907	2	3484848.80	5184179.56	3484848.80	5184179.56
125246	2	3481031.60	5183169.71	3481031.60	5183169.71
125247	2	3478541.80	5182744.19	3478541.80	5182744.19
125263	2	3480181.90	5182999.81	3480181.90	5182999.81
125264	2	3480085.30	5182983.86	3480085.30	5182983.86
125265	2	3480002.60	5182969.83	3480002.60	5182969.83
125266	2	3479920.10	5182956.99	3479920.10	5182956.99
125314	2	3478481.90	5182734.05	3478481.90	5182734.05
125315	2	3478423.10	5182724.39	3478423.10	5182724.39
125316	2	3478365.90	5182716.18	3478365.90	5182716.18
125317	2	3478306.20	5182706.42	3478306.20	5182706.42
125318	2	3478248.20	5182698.51	3478248.20	5182698.51
125403	2	3481071.30	5183199.94	3481071.30	5183199.94
125583	2	3479638.90	5182655.61	3479638.90	5182655.61
125584	2	3479609.60	5182712.39	3479609.60	5182712.39
125585	2	3479526.80	5182829.55	3479526.80	5182829.55
125586	2	3479460.20	5182868.80	3479460.20	5182868.80
125587	2	3481443.70	5183306.48	3481443.70	5183306.48
125588	2	3481337.50	5183276.79	3481337.50	5183276.79
125589	2	3481232.60	5183246.57	3481232.60	5183246.57
125675	2	3480612.80	5183018.42	3480612.80	5183018.42
125676	2	3480715.50	5182989.51	3480715.50	5182989.51
125758	2	3481127.30	5183217.46	3481127.30	5183217.46
125759	2	3481525.80	5183319.81	3481525.80	5183319.81
125765	2	3477936.20	5182637.61	3477936.20	5182637.61
125830	2	3478887.10	5182801.30	3478887.10	5182801.30
125831	2	3478827.90	5182791.58	3478827.90	5182791.58
125832	2	3478774.20	5182783.63	3478774.20	5182783.63
125855	2	3481611.10	5183337.74	3481611.10	5183337.74
125951	2	3480822.40	5182956.13	3480822.40	5182956.13
126202	2	3480921.60	5182987.69	3480921.60	5182987.69
126203	2	3480287.40	5183011.09	3480287.40	5183011.09
126354	2	3485389.40	5184437.54	3485389.40	5184437.54
126365	2	3479204.60	5182843.94	3479204.60	5182843.94
126366	2	3479150.70	5182838.53	3479150.70	5182838.53
126367	2	3479090.30	5182827.89	3479090.30	5182827.89
126368	2	3479013.30	5182815.57	3479013.30	5182815.57
126433	2	3478950.20	5182809.09	3478950.20	5182809.09
126475	2	3480974.20	5183083.43	3480974.20	5183083.43
126519	2	3478719.70	5182774.89	3478719.70	5182774.89
126520	2	3478659.70	5182764.29	3478659.70	5182764.29
126521	2	3478600.60	5182754.55	3478600.60	5182754.55
126544	2	3480499.30	5183024.92	3480499.30	5183024.92
126545	2	3480399.10	5183018.32	3480399.10	5183018.32
126775	2	3477875.70	5182623.63	3477875.70	5182623.63
126776	2	3478060.10	5182657.33	3478060.10	5182657.33
127631	2	3477875.60	5182624.29	3477875.60	5182624.29
127632	2	3477936.20	5182638.27	3477936.20	5182638.27
127633	2	3478060.00	5182657.99	3478060.00	5182657.99
127714	2	3477733.00	5182589.08	3477733.00	5182589.08
127715	2	3477995.50	5182645.17	3477995.50	5182645.17
127716	2	3477807.30	5182607.13	3477807.30	5182607.13
128488	1	3477636.60	5184229.23	3477636.60	5184229.23
129702	2	3475116.60	5181469.89	3475116.60	5181469.89
134289	1	3474924.30	5181442.47	3474924.30	5181442.47
134296	1	3474362.70	5181913.02	3474362.70	5181913.02
134346	1	3474233.60	5182280.32	3474233.60	5182280.32
134432	2	3477295.30	5183513.17	3477295.30	5183513.17
134492	1	3474355.60	5182379.33	3474355.60	5182379.33
134493	1	3474348.90	5182405.06	3474348.90	5182405.06
134495	1	3473689.60	5182247.98	3473689.60	5182247.98
134496	1	3473633.00	5182241.57	3473633.00	5182241.57
134497	1	3473684.90	5182228.59	3473684.90	5182228.59
134498	1	3473733.00	5182219.57	3473733.00	5182219.57
134499	1	3473765.20	5182211.81	3473765.20	5182211.81
134526	3	3476701.90	5184208.01	3476701.90	5184208.01
134527	3	3476731.00	5184165.69	3476731.00	5184165.69
134528	3	3476759.30	5184123.05	3476759.30	5184123.05
134529	3	3476779.70	5184067.77	3476779.70	5184067.77
134530	3	3476811.00	5184043.96	3476811.00	5184043.96
134552	1	3477386.70	5182920.96	3477386.70	5182920.96
134602	1	3474643.40	5182235.36	3474643.40	5182235.36
134603	1	3474582.10	5182249.87	3474582.10	5182249.87
134604	1	3474531.90	5182261.77	3474531.90	5182261.77
134605	1	3474493.40	5182271.61	3474493.40	5182271.61
134606	1	3474439.80	5182283.63	3474439.80	5182283.63
134613	1	3474306.80	5182299.20	3474306.80	5182299.20
134614	1	3474339.90	5182351.38	3474339.90	5182351.38
134661	1	3475281.60	5182766.29	3475281.60	5182766.29
134698	1	3474297.10	5182293.03	3474297.10	5182293.03
134703	1	3473766.70	5182001.26	3473766.70	5182001.26
134796	1	3473721.30	5182010.76	3473721.30	5182010.76
134849	1	3477117.50	5183719.06	3477117.50	5183719.06
134851	1	3476678.40	5182317.21	3476678.40	5182317.21
134867	1	3475802.60	5182918.38	3475802.60	5182918.38
134925	3	3477251.80	5183372.75	3477251.80	5183372.75
134926	3	3477268.10	5183426.43	3477268.10	5183426.43
134927	3	3477281.00	5183465.24	3477281.00	5183465.24
134936	2	3475875.30	5180349.11	3475875.30	5180349.11
135011	1	3474863.70	5182567.98	3474863.70	5182567.98
135012	1	3474311.80	5182269.92	3474311.80	5182269.92
135014	2	3475819.00	5180337.85	3475819.00	5180337.85
135073	1	3474827.90	5182553.41	3474827.90	5182553.41
135074	1	3474788.10	5182551.65	3474788.10	5182551.65
135075	1	3475026.30	5182613.61	3475026.30	5182613.61
135076	1	3475002.50	5182647.27	3475002.50	5182647.27
135077	1	3474992.70	5182674.48	3474992.70	5182674.48
135078	1	3474969.40	5182711.65	3474969.40	5182711.65
135089	3	3476858.90	5183969.87	3476858.90	5183969.87
135090	2	3476882.80	5183931.07	3476882.80	5183931.07
135101	1	3476097.90	5183711.10	3476097.90	5183711.10
135257	1	3474862.80	5182698.39	3474862.80	5182698.39
135271	1	3477793.90	5183114.60	3477793.90	5183114.60
135348	1	3475412.10	5181221.04	3475412.10	5181221.04
135515	1	3476813.60	5180648.93	3476813.60	5180648.93
135516	1	3476799.30	5180680.51	3476799.30	5180680.51
135517	1	3476770.40	5180711.61	3476770.40	5180711.61
135518	1	3476746.10	5180741.76	3476746.10	5180741.76
135589	2	3476105.70	5181007.50	3476105.70	5181007.50
135590	2	3476103.90	5181035.69	3476103.90	5181035.69
135591	2	3476090.70	5181091.86	3476090.70	5181091.86
135598	2	3475589.90	5180270.34	3475589.90	5180270.34
135599	2	3475646.70	5180281.24	3475646.70	5180281.24
135600	2	3475669.10	5180283.69	3475669.10	5180283.69
135615	2	3475665.50	5182700.41	3475665.50	5182700.41
135624	1	3476107.50	5183308.99	3476107.50	5183308.99
135625	1	3476094.80	5183260.30	3476094.80	5183260.30
135626	1	3476077.70	5183226.77	3476077.70	5183226.77
135627	1	3476041.80	5183181.77	3476041.80	5183181.77
135629	1	3475929.60	5183042.93	3475929.60	5183042.93
135641	1	3475239.70	5182741.87	3475239.70	5182741.87
135661	1	3475817.60	5183532.67	3475817.60	5183532.67
135662	1	3475834.90	5183555.15	3475834.90	5183555.15
135663	1	3475872.20	5183621.63	3475872.20	5183621.63
135664	1	3475919.30	5183654.88	3475919.30	5183654.88
135665	1	3475958.60	5183686.50	3475958.60	5183686.50
135666	1	3475996.80	5183717.69	3475996.80	5183717.69
135667	2	3476309.50	5181174.53	3476309.50	5181174.53
135668	2	3476271.70	5181181.45	3476271.70	5181181.45
135669	2	3476224.70	5181208.38	3476224.70	5181208.38
135670	1	3476719.70	5179942.77	3476719.70	5179942.77
135699	1	3473293.80	5182234.44	3473293.80	5182234.44
135712	3	3476832.00	5183994.27	3476832.00	5183994.27
135750	1	3476811.10	5180066.86	3476811.10	5180066.86
135751	1	3476845.20	5180043.36	3476845.20	5180043.36
135752	1	3476807.30	5180013.54	3476807.30	5180013.54
135753	1	3476759.60	5179975.95	3476759.60	5179975.95
135754	1	3476580.50	5179818.51	3476580.50	5179818.51
135755	1	3476628.90	5179863.38	3476628.90	5179863.38
135756	1	3475370.30	5181241.76	3475370.30	5181241.76
135760	2	3477003.00	5182284.99	3477003.00	5182284.99
135761	2	3476955.80	5182270.52	3476955.80	5182270.52
135762	2	3476926.90	5182260.41	3476926.90	5182260.41
135776	1	3477426.20	5182627.07	3477426.20	5182627.07
135777	1	3477472.60	5182635.49	3477472.60	5182635.49
135778	1	3477507.90	5182642.70	3477507.90	5182642.70
135779	1	3477551.20	5182662.66	3477551.20	5182662.66
135780	1	3477594.40	5182679.35	3477594.40	5182679.35
135786	2	3476113.10	5181140.37	3476113.10	5181140.37
135787	2	3476114.60	5181203.87	3476114.60	5181203.87
135792	2	3476247.30	5180302.40	3476247.30	5180302.40
135793	2	3476193.40	5180340.11	3476193.40	5180340.11
135840	1	3476022.00	5183731.52	3476022.00	5183731.52
135851	1	3477332.10	5183274.56	3477332.10	5183274.56
135852	1	3477395.20	5183294.72	3477395.20	5183294.72
135853	2	3476119.20	5181250.30	3476119.20	5181250.30
135854	2	3476108.80	5181290.31	3476108.80	5181290.31
135855	2	3476171.50	5181242.54	3476171.50	5181242.54
135856	1	3478086.80	5182739.46	3478086.80	5182739.46
135857	1	3478059.70	5183019.07	3478059.70	5183019.07
135858	1	3478020.50	5183054.39	3478020.50	5183054.39
135870	1	3477796.60	5183240.74	3477796.60	5183240.74
135871	1	3477769.80	5183257.51	3477769.80	5183257.51
135872	2	3477601.60	5184703.14	3477601.60	5184703.14
135917	1	3477428.80	5183305.46	3477428.80	5183305.46
135932	1	3478370.50	5182846.62	3478370.50	5182846.62
135933	1	3478161.50	5183180.61	3478161.50	5183180.61
135934	1	3478113.40	5183156.32	3478113.40	5183156.32
135935	1	3478139.60	5183103.84	3478139.60	5183103.84
135936	1	3478089.70	5183017.08	3478089.70	5183017.08
135937	1	3478119.70	5183028.70	3478119.70	5183028.70
135938	1	3478165.40	5183047.26	3478165.40	5183047.26
135949	2	3476130.00	5181365.59	3476130.00	5181365.59
135950	2	3476117.60	5181325.30	3476117.60	5181325.30
135951	2	3476340.90	5181219.74	3476340.90	5181219.74
136004	1	3478236.00	5182905.39	3478236.00	5182905.39
136143	1	3474820.70	5182696.44	3474820.70	5182696.44
136144	1	3474793.70	5182722.47	3474793.70	5182722.47
136145	1	3474774.70	5182754.23	3474774.70	5182754.23
136158	1	3473805.40	5182203.30	3473805.40	5182203.30
136205	1	3475740.60	5182829.83	3475740.60	5182829.83
136206	2	3475606.70	5182630.58	3475606.70	5182630.58
136207	2	3475553.40	5182600.86	3475553.40	5182600.86
136208	2	3475512.30	5182578.36	3475512.30	5182578.36
136209	2	3475479.30	5182559.67	3475479.30	5182559.67
136210	2	3475444.40	5182540.39	3475444.40	5182540.39
136226	2	3477556.40	5183627.95	3477556.40	5183627.95
136294	2	3476057.80	5180328.49	3476057.80	5180328.49
136297	1	3476224.90	5183489.57	3476224.90	5183489.57
136303	1	3476219.60	5183514.27	3476219.60	5183514.27
136360	1	3477818.80	5182928.64	3477818.80	5182928.64
136362	1	3477847.20	5182938.64	3477847.20	5182938.64
136364	2	3477558.90	5184691.96	3477558.90	5184691.96
136365	2	3477552.20	5184650.02	3477552.20	5184650.02
136366	1	3477531.40	5184595.94	3477531.40	5184595.94
136452	1	3477162.00	5181034.61	3477162.00	5181034.61
136453	1	3477132.40	5181006.42	3477132.40	5181006.42
136454	1	3477109.70	5180984.46	3477109.70	5180984.46
136455	1	3477081.60	5180957.37	3477081.60	5180957.37
136512	1	3474939.30	5182558.74	3474939.30	5182558.74
136513	1	3477152.00	5183760.57	3477152.00	5183760.57
136526	1	3473517.60	5182247.64	3473517.60	5182247.64
136527	1	3473466.20	5182243.35	3473466.20	5182243.35
136528	1	3473391.20	5182242.29	3473391.20	5182242.29
136529	1	3473345.70	5182239.37	3473345.70	5182239.37
136574	2	3477308.10	5183554.37	3477308.10	5183554.37
136575	2	3477325.80	5183614.50	3477325.80	5183614.50
136595	1	3476242.90	5183326.36	3476242.90	5183326.36
136606	1	3476106.10	5183364.25	3476106.10	5183364.25
136625	1	3474701.40	5181731.96	3474701.40	5181731.96
136626	1	3477662.70	5182706.86	3477662.70	5182706.86
136627	1	3477696.90	5182720.69	3477696.90	5182720.69
136637	2	3477408.60	5183830.97	3477408.60	5183830.97
136638	2	3477379.40	5183789.63	3477379.40	5183789.63
136644	1	3476482.90	5179834.83	3476482.90	5179834.83
136646	1	3476530.40	5179859.55	3476530.40	5179859.55
136661	2	3477155.70	5183824.21	3477155.70	5183824.21
136662	2	3477108.80	5183849.24	3477108.80	5183849.24
136671	1	3477425.10	5184258.55	3477425.10	5184258.55
136672	1	3477233.50	5184191.58	3477233.50	5184191.58
136673	1	3477277.10	5184178.08	3477277.10	5184178.08
136679	2	3477042.50	5181947.46	3477042.50	5181947.46
136680	2	3477035.60	5181994.95	3477035.60	5181994.95
136681	2	3477028.60	5182031.38	3477028.60	5182031.38
136692	1	3477727.20	5182731.43	3477727.20	5182731.43
136693	1	3477819.10	5182767.19	3477819.10	5182767.19
136694	1	3477872.40	5182788.09	3477872.40	5182788.09
136695	1	3477680.00	5182878.74	3477680.00	5182878.74
136696	1	3473248.30	5182232.21	3473248.30	5182232.21
136697	1	3473192.70	5182229.13	3473192.70	5182229.13
136698	1	3473143.90	5182255.02	3473143.90	5182255.02
136699	1	3473141.10	5182292.89	3473141.10	5182292.89
136707	1	3477974.00	5183099.66	3477974.00	5183099.66
136711	1	3477836.30	5183216.36	3477836.30	5183216.36
136746	1	3473947.80	5182196.45	3473947.80	5182196.45
136747	1	3474011.80	5182208.95	3474011.80	5182208.95
136758	2	3476063.20	5180303.78	3476063.20	5180303.78
136759	2	3476114.50	5180317.85	3476114.50	5180317.85
136760	2	3476158.90	5180329.77	3476158.90	5180329.77
136838	2	3477521.70	5183637.94	3477521.70	5183637.94
136839	2	3477470.40	5183652.77	3477470.40	5183652.77
136840	2	3477434.30	5183663.93	3477434.30	5183663.93
136851	1	3476530.50	5179690.60	3476530.50	5179690.60
136852	1	3476485.20	5179715.80	3476485.20	5179715.80
136853	1	3476543.60	5179773.19	3476543.60	5179773.19
136887	1	3477731.40	5182902.13	3477731.40	5182902.13
136889	2	3476370.50	5181270.41	3476370.50	5181270.41
136924	1	3477385.50	5182630.02	3477385.50	5182630.02
136925	1	3476118.90	5183676.86	3476118.90	5183676.86
136926	1	3476101.30	5183707.13	3476101.30	5183707.13
136943	1	3474017.10	5182181.08	3474017.10	5182181.08
136944	1	3474084.50	5182203.10	3474084.50	5182203.10
136945	1	3474108.80	5182219.07	3474108.80	5182219.07
136946	1	3474143.80	5182233.76	3474143.80	5182233.76
136962	1	3476854.50	5180011.02	3476854.50	5180011.02
136973	1	3476673.70	5179903.09	3476673.70	5179903.09
136982	1	3476893.20	5180863.87	3476893.20	5180863.87
136985	1	3473541.50	5182286.61	3473541.50	5182286.61
136986	1	3473581.40	5182270.12	3473581.40	5182270.12
136987	1	3473535.90	5182256.26	3473535.90	5182256.26
136996	2	3475312.60	5181443.80	3475312.60	5181443.80
137079	1	3477114.60	5183678.10	3477114.60	5183678.10
137140	1	3477126.10	5183599.43	3477126.10	5183599.43
137143	1	3475353.60	5181079.09	3475353.60	5181079.09
137169	1	3477906.80	5182789.12	3477906.80	5182789.12
137212	1	3475395.60	5181179.08	3475395.60	5181179.08
137214	1	3475336.30	5181260.03	3475336.30	5181260.03
137215	1	3475295.80	5181275.02	3475295.80	5181275.02
137247	1	3477911.10	5182756.19	3477911.10	5182756.19
137248	1	3477910.00	5182716.98	3477910.00	5182716.98
137249	1	3477964.00	5182722.85	3477964.00	5182722.85
137250	1	3478012.70	5182730.63	3478012.70	5182730.63
137251	1	3478051.70	5182736.04	3478051.70	5182736.04
137276	1	3474325.60	5181934.88	3474325.60	5181934.88
137277	1	3474280.20	5181963.41	3474280.20	5181963.41
137278	1	3474388.30	5181796.72	3474388.30	5181796.72
137307	2	3477430.00	5184500.62	3477430.00	5184500.62
137308	1	3477521.10	5183333.57	3477521.10	5183333.57
137309	1	3475378.10	5181138.51	3475378.10	5181138.51
137322	1	3475835.50	5181988.78	3475835.50	5181988.78
137323	2	3475779.80	5181959.36	3475779.80	5181959.36
137324	2	3475729.50	5181934.94	3475729.50	5181934.94
137325	2	3475670.00	5181908.61	3475670.00	5181908.61
137361	1	3474914.10	5181987.13	3474914.10	5181987.13
137362	1	3474960.30	5182195.62	3474960.30	5182195.62
137363	1	3474996.20	5182197.69	3474996.20	5182197.69
137364	1	3475041.70	5182201.07	3475041.70	5182201.07
137365	1	3475019.50	5182053.64	3475019.50	5182053.64
137366	1	3475060.00	5182079.67	3475060.00	5182079.67
137367	1	3474981.80	5182032.44	3474981.80	5182032.44
137368	1	3473776.70	5182038.07	3473776.70	5182038.07
137389	1	3476847.80	5180843.63	3476847.80	5180843.63
137390	1	3476805.80	5180828.10	3476805.80	5180828.10
137391	1	3476765.30	5180812.94	3476765.30	5180812.94
137440	1	3477788.00	5182755.55	3477788.00	5182755.55
137453	1	3475828.20	5181960.28	3475828.20	5181960.28
137457	1	3474948.60	5182011.68	3474948.60	5182011.68
137459	1	3474891.40	5181530.98	3474891.40	5181530.98
137462	1	3477684.20	5183288.65	3477684.20	5183288.65
137463	1	3477622.90	5183314.50	3477622.90	5183314.50
137464	1	3477676.60	5183199.98	3477676.60	5183199.98
137465	1	3477714.30	5183151.03	3477714.30	5183151.03
137466	1	3477746.60	5183153.10	3477746.60	5183153.10
137513	2	3476923.00	5183918.87	3476923.00	5183918.87
137515	2	3477021.50	5183888.39	3477021.50	5183888.39
137524	1	3476560.80	5179831.96	3476560.80	5179831.96
137538	1	3476370.70	5183358.02	3476370.70	5183358.02
137539	1	3476393.40	5183254.23	3476393.40	5183254.23
137567	1	3476810.20	5180120.06	3476810.20	5180120.06
137573	1	3478109.60	5182962.10	3478109.60	5182962.10
137574	1	3478145.40	5182943.44	3478145.40	5182943.44
137575	1	3478195.20	5182922.73	3478195.20	5182922.73
137578	1	3476362.90	5183392.28	3476362.90	5183392.28
137585	1	3476752.10	5180122.54	3476752.10	5180122.54
137587	1	3476790.10	5180087.28	3476790.10	5180087.28
137610	1	3477045.00	5180922.38	3477045.00	5180922.38
137611	1	3476982.20	5180910.78	3476982.20	5180910.78
137612	1	3476945.30	5180890.62	3476945.30	5180890.62
137664	3	3476873.80	5180559.42	3476873.80	5180559.42
137665	1	3478303.10	5182875.74	3478303.10	5182875.74
137715	1	3475888.00	5182998.65	3475888.00	5182998.65
137716	1	3475820.00	5182978.95	3475820.00	5182978.95
137717	1	3475867.60	5182885.46	3475867.60	5182885.46
137718	1	3475917.10	5182860.33	3475917.10	5182860.33
137726	1	3474819.60	5182182.76	3474819.60	5182182.76
137729	2	3477375.20	5184512.64	3477375.20	5184512.64
137731	1	3477472.80	5184491.36	3477472.80	5184491.36
137732	1	3477503.50	5184543.62	3477503.50	5184543.62
137733	1	3477460.70	5184436.08	3477460.70	5184436.08
137734	1	3477429.50	5184388.71	3477429.50	5184388.71
137744	2	3476427.80	5181564.42	3476427.80	5181564.42
